Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,besplatna_dostava (product.metafields.custom.besplatna_dostava),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Application method (product.metafields.shopify.application-method),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Brush material (product.metafields.shopify.brush-material),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coffee product form (product.metafields.shopify.coffee-product-form),Coffee roast (product.metafields.shopify.coffee-roast),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic function (product.metafields.shopify.cosmetic-function),Country (product.metafields.shopify.country),Dirt separating method (product.metafields.shopify.dirt-separating-method),Dispenser type (product.metafields.shopify.dispenser-type),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),Dust container type (product.metafields.shopify.dust-container-type),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Ingredients (product.metafields.shopify.ingredients),Item condition (product.metafields.shopify.item-condition),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Organizer type (product.metafields.shopify.organizer-type),Package type (product.metafields.shopify.package-type),Product form (product.metafields.shopify.product-form),Shampoo type (product.metafields.shopify.shampoo-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Vacuum air filtering technology (product.metafields.shopify.vacuum-air-filtering-technology),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle fluid type (product.metafields.shopify.vehicle-fluid-type),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
profesionalni-set-za-ciscenje-sa-kofom-i-presom,Profesionalni set za čišćenje sa kofom i cjedilom,"<h2><strong>Profesionalni set za čišćenje s kofom i cjedilom</strong></h2>
<p><strong>Efikasnost i praktičnost na dohvat ruke!</strong></p>
<p>Ovaj profesionalni set za čišćenje dizajniran je za brzo i temeljito čišćenje svih vrsta podnih površina, idealan za upotrebu u poslovnim prostorima, hotelima, restoranima i javnim ustanovama. Set uključuje izdržljivu kofu s velikim kapacitetom i ugrađenom presom koja omogućava jednostavno cijeđenje mopa bez napora. Ergonomski dizajn olakšava rukovanje, dok čvrsta konstrukcija garantuje dugotrajnu upotrebu.</p>
<p><strong>Prednosti:</strong></p>
<ul>
<li>
<strong>Veliki kapacitet kofe</strong> za duže čišćenje bez čestog mijenjanja vode</li>
<li>
<strong>Ugrađeno cjedilo </strong>za efikasno cijeđenje mopa bez prskanja</li>
<li>
<strong>Ergonomski dizajn</strong> za lako rukovanje i smanjenje umora</li>
<li>
<strong>Robusna i izdržljiva konstrukcija</strong> za dugotrajnu profesionalnu upotrebu</li>
<li>
<strong>Pogodno za sve vrste podova</strong>, uključujući pločice, parket i laminat</li>
</ul>
<p>Ovaj set je savršen izbor za održavanje vrhunske čistoće uz minimalan trud!</p>",Greentime,Business & Industrial > Janitorial Carts & Caddies > Cleaning Carts,"","oprema, oprema za ciscenje, set za čišćenje",true,Title,Default Title,,,,,,,,MJ701,0.0,,deny,manual,220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/profesionalni-set-za-ciscenje-sa-kofom-i-presom-712646.webp?v=1736087752,1,Profesionalni set za čišćenje sa kofom i presom - Greentime,false,,"Set za čišćenje s kofom i cjedilom idealan je za efikasno čišćenje velikih površina. Izdržljiv, praktičan i jednostavan za korištenje u svim prostorima.",TRUE,,,,,,,,,,,gray,,,,,,,,,,,,,,plastic; metal,,,,,,,,,,,,,,,,,,lb,,,active
sredstvo-za-uklanjanje-kamenca-wc-limp-1l,Sredstvo za uklanjanje kamenca - WC LIMP 1L,"<h2>Sredstvo za uklanjanje kamenca</h2>
<p><strong>WC Limp</strong> je profesionalno sredstvo za čišćenje sanitarnih čvorova, idealno za uklanjanje tvrdokornih naslaga kamenca, mineralnih taloga i nečistoća. Njegova moćna formula učinkovito čisti i dezodorira, ostavljajući površine higijenski čistima i svježeg mirisa.</p>
<h3>Ključne karakteristike</h3>
<ul>
<li>
<strong>Visoka efikasnost</strong>: Uklanja kamenac, mrlje i nečistoće sa sanitarnih površina.</li>
<li>
<strong>Višenamjenska primjena</strong>: Pogodno za WC školjke, pisoare i umivaonike.</li>
<li>
<strong>Profesionalna upotreba</strong>: Idealno za industrijska, komercijalna i javna okruženja.</li>
</ul>
<h3>Upute za upotrebu</h3>
<ol>
<li>Nanijeti proizvod direktno na površinu.</li>
<li>Ostaviti da djeluje prema uputstvima.</li>
<li>Isprati temeljito vodom.</li>
</ol>
<p><strong>Napomena</strong>: Proizvod je korozivan i zahtijeva oprezno rukovanje. Preporučuje se isključivo za profesionalnu upotrebu.</p>
<p> </p>",Disarp,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > Toilet Bowl Cleaners,"","hemija, Profesionalna sredstva za čišćenje, Sredstva za čišćenje toaleta, Sredstvo za uklanjanje kamenca, Sredstvo za čišćenje kamenca, toalet",true,Title,Default Title,,,,,,,,H90341,0.0,,deny,manual,18.90,16.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/sredstvo-za-uklanjanje-kamenca-wc-limp-1l-911952.webp?v=1738587805,1,Sredstvo za uklanjanje kamenca - WC LIMP 1L - Greentime.ba,false,Sredstvo za uklanjanje kamenca i nečistoća iz WC školjki | WC LIMP 1L,"WC Limp  je sredstvo za uklanjanje kamenca i nečistoća iz WC školjki. Ostavlja prostor čistim i svježim, idealno za generalno čišćenje. Cijena: 18,90 KM",,,,,,,,,,,,blue; white,,,,,bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
sredstvo-za-uklanjanje-kamenca-wc-limp-1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/sredstvo-za-uklanjanje-kamenca-wc-limp-1l-564100.webp?v=1738523054,2,Sredstvo za uklanjanje kamenca - WC LIMP 1L - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aku-masina-za-pranje-ciscenje-podova-ipc-24v-ct46-b50-40l,Aku mašina za pranje – čišćenje podova IPC 24V CT46 B50 40l,"<h2><strong>Aku mašina za pranje podova IPC CT46 B50 – Kompaktna, efikasna i pouzdana</strong></h2>
<p><strong>IPC CT46 B50</strong> je inovativna aku mašina za čišćenje podova, idealna za uska područja i prostore koji zahtijevaju visoku produktivnost. Zahvaljujući trofaznom usisnom motoru i HD brisaču, pruža vrhunsku usisnu moć i efikasno suši podove.</p>
<h3><strong>Glavne karakteristike IPC CT46 B50:</strong></h3>
<ul>
<li>
<strong>Trofazni usisni motor:</strong> Visoka efikasnost usisavanja za besprijekorno čiste podove.</li>
<li>
<strong>Zaštitne funkcije:</strong> Zaštita motora, baterije od udara, usisnog motora od pjene te indikator koda greške za sigurnost i dugotrajnost mašine.</li>
<li>
<strong>Kompaktan dizajn:</strong> Omogućava lako manevrisanje u uskim prostorima.</li>
<li>
<strong>Podesive ručke:</strong> Omogućavaju ergonomsku upotrebu i lako rukovanje.</li>
<li>
<strong>Opcija doziranja hemije:</strong> Precizna kontrola potrošnje sredstava za čišćenje.</li>
<li>
<strong>Dugotrajne baterije:</strong> Gel baterije (2x12V) pružaju stabilne performanse i produženo vrijeme rada.</li>
</ul>
<h3><strong>Tehničke specifikacije:</strong></h3>
<ul>
<li>
<strong>Teoretska produktivnost:</strong> 1750 m²/h</li>
<li>
<strong>Težina:</strong> 59 kg</li>
<li>
<strong>Dimenzije:</strong> 855 x 580 x 1220 mm</li>
<li>
<strong>Radna širina:</strong> 500 mm</li>
<li>
<strong>Širina usisne stope:</strong> 730 mm</li>
<li>
<strong>Rezervoar čiste vode:</strong> 40 l</li>
<li>
<strong>Rezervoar prljave vode:</strong> 46 l</li>
<li>
<strong>Voltaža:</strong> 24V (2×12V – 74 Ah gel baterija)</li>
<li>
<strong>Maksimalna brzina:</strong> 3,5 km/h</li>
<li>
<strong>Garancija:</strong> 2 godine</li>
</ul>
<h3><strong>Servis i zamjenski dijelovi obezbijeđeni</strong></h3>
<p>Nudimo potpunu podršku za <strong>IPC CT46 B50</strong>, uključujući stručni servis i originalne zamjenske dijelove. Naš tim osigurava brzo održavanje i dostupnost svih ključnih komponenti, poput četki, usisnih traka i baterija.</p>
<h3><strong>Zašto odabrati IPC CT46 B50?</strong></h3>
<p>Uz vrhunske performanse, kompaktnost i napredne zaštitne funkcije, ova mašina je idealan izbor za profesionalno čišćenje podova u restoranima, školama, bolnicama i drugim poslovnim prostorima.</p>
<!---->",IPC,Home & Garden > Household Appliances > Laundry Appliances > Irons & Ironing Systems > Irons,"","masina za ciscenje podova, masina za pranje podova, masine",true,Title,Default Title,,,,,,,,MCT46B50,0.0,,deny,manual,11090.00,12560.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/aku-masina-za-pranje-ciscenje-podova-ipc-24v-ct46-b50-40l-676724.webp?v=1736087798,1,Aku mašina za pranje – čišćenje podova IPC 24V CT46 B50 40l - Greentime,false,,"Aku mašina za pranje podova IPC CT46 B50 – kompaktna, s visokom usisnom moći i 2 godine garancije. Obezbijeđen servis i zamjenski dijelovi. Saznajte više!",TRUE,,,,,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
aku-masina-za-pranje-ciscenje-podova-ipc-ct15-b35,Aku mašina za pranje – čišćenje podova IPC 24V CT15 B35 16l,"<h2><strong>Aku mašina za pranje podova IPC CT15 B35 – Profesionalna i pouzdana</strong></h2>
<p><strong>IPC CT15 B35</strong> je kompaktna profesionalna mašina za pranje podova, jednostavna za upotrebu i idealna za različite vrste podnih površina. Sa izdržljivim materijalima i vrhunskim performansama, savršeno se uklapa u barove, restorane, menze i druge manje prostore.</p>
<h3><strong>Glavne karakteristike IPC CT15 B35:</strong></h3>
<ul>
<li>
<strong>Izdržljiv dizajn:</strong> Tijelo i spremnici izrađeni od polietilenske plastike, otporne na hrđu.</li>
<li>
<strong>Dug radni vijek:</strong> Dolazi s baterijama od 2x12V, koje omogućavaju duže vrijeme rada u poređenju s konkurentskim modelima.</li>
<li>
<strong>Efikasno pranje i sušenje:</strong> Težina od 25 kg na glavi četke pruža optimalan pritisak za temeljito čišćenje.</li>
<li>
<strong>Svestranost:</strong> Pogodna za betonske podove, mramor, keramičke pločice, linoleum, gumene i drvene podove.</li>
<li>
<strong>Kompaktne dimenzije:</strong> Idealna za manja i uska područja.</li>
</ul>
<h3><strong>Tehničke specifikacije:</strong></h3>
<ul>
<li>
<strong>Teoretska produktivnost:</strong> 1225 m²/h</li>
<li>
<strong>Težina:</strong> 59 kg</li>
<li>
<strong>Dimenzije:</strong> 960 x 550 x 1220 mm</li>
<li>
<strong>Radna širina:</strong> 350 mm</li>
<li>
<strong>Širina usisne stope:</strong> 450 mm</li>
<li>
<strong>Rezervoar čiste vode:</strong> 16 l</li>
<li>
<strong>Rezervoar prljave vode:</strong> 19 l</li>
<li>
<strong>Voltaža:</strong> 24V (2x12V baterije)</li>
<li>
<strong>Maksimalna brzina:</strong> 3,5 km/h</li>
</ul>
<h3><strong>Uključena oprema:</strong></h3>
<ul>
<li>Set četki</li>
<li>Set baterija</li>
<li>Punjač</li>
</ul>
<h3><strong>Servis i zamjenski dijelovi obezbijeđeni</strong></h3>
<p>Nudimo kompletnu servisnu podršku za <strong>IPC CT15 B35</strong>, uključujući zamjenske dijelove poput četki, baterija, usisnih traka i ostalih komponenti. Naš stručni tim osigurava brzo održavanje kako bi vaša mašina uvijek bila spremna za rad.</p>
<h3><strong>Zašto odabrati IPC CT15 B35?</strong></h3>
<p>Uz jednostavno rukovanje, kompaktne dimenzije i visoku efikasnost, CT15 B35 pruža savršeno rješenje za profesionalno čišćenje manjih prostora.</p>
<!---->",IPC,Home & Garden > Household Appliances > Laundry Appliances > Irons & Ironing Systems > Irons,"","masina za pranje podova, masine, masine za ciscenje podova",true,Title,Default Title,,,,,,,,MCT45C50,0.0,,deny,manual,5690.00,6890.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/aku-masina-za-pranje-ciscenje-podova-ipc-24v-ct15-b35-16l-816224.webp?v=1736087797,1,Aku mašina za pranje – čišćenje podova IPC 24V CT15 B35 16l - Greentime,false,,"Aku mašina za pranje podova IPC CT15 B35 – kompaktna, efikasna i pouzdana, s obezbijeđenim servisom i dijelovima. Idealna za restorane i manje prostore!",TRUE,,,,,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sredstvo-za-ciscenje-stakla-crissol-20-5l,Sredstvo za čišćenje staklenih površina- CRISSOL 20 5L,"<h2>Sredstvo za čišćenje stakla i svih staklenih površina</h2>
<p><strong>Crissol 20</strong> je sredstvo za čišćenje staklenih površina, specijalno formulirano za brzo i efikasno uklanjanje prljavštine, masnoća i drugih nečistoća sa stakla. Pruža izuzetnu čistoću i sjaj, ostavljajući staklene površine blistavim, bez tragova.</p>
<p><strong>Sadrži posebne aktivne sastojke</strong> koji omogućavaju lako čišćenje i sprečavaju stvaranje mrlja, osiguravajući dugotrajan sjaj na prozorima, ogledalima i drugim staklenim površinama. Njegova brzo sušeća formula čini ga idealnim za svakodnevnu upotrebu u domovima, uredima i komercijalnim prostorima.</p>
<h3><strong>PREDNOSTI</strong></h3>
<ul>
<li>
<strong>Brzo sušenje</strong> bez ostavljanja tragova ili mrlja</li>
<li>
<strong>PH neutralan</strong> i pogodan za sve vrste staklenih površina</li>
<li>
<strong>Osvježavajući miris</strong>, ostavlja ugodan i čist osjećaj u prostoriji</li>
</ul>
<h3><strong>KAKO KORISTITI</strong></h3>
<p>Posebno dizajniran za svakodnevno čišćenje staklenih površina u domovima, restoranima, hotelima i kancelarijama. Može se koristiti uz pomoć krpe ili papirnog ubrusa.</p>
<p><strong>Doziranje:</strong></p>
<ul>
<li style=""list-style-type: none;"">
<ul>
<li>
<strong>Za redovno čišćenje</strong>: Poprskati malu količinu na staklo i prebrisati suhom krpom.</li>
<li>
<strong>Za tvrdokorne mrlje</strong>: Poprskati veću količinu sredstva, ostaviti da djeluje nekoliko sekundi, a zatim prebrisati.</li>
</ul>
</li>
</ul>
<!---->",Disarp,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > Glass & Surface Cleaners > Glass Cleaners,"","hemija, Profesionalna sredstva za čišćenje, sredstvo za ciscenje stakla, sredstvo za staklo, staklo",true,Title,Default Title,,,,,,,,H04452100,0.0,,deny,manual,39.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/sredstvo-za-ciscenje-staklenih-povrsina-crissol-20-5l-198566.webp?v=1736087694,1,Sredstvo za čišćenje staklenih površina - CRISSOL 20 5L - Greentime,false,Sredstvo za čišćenje stakla | Disarp Crissol 10 5L,"Crissol 10,5L je sredstvo za čišćenje stakla Efikasno uklanja prljavštinu i ostavlja stakla čistima i bez tragova. Cijena 42,90 KM - 5L Visoki koncentrat",,,,,,,,,,,,blue,,,,,bottle,,,,,,,fragrances; solvents,,,,,,,,,,,,,,,,,,,,lb,,,active
drzac-za-ubrus-u-rolni-controlmatic-crni-aquarius,Držač za ubrus u rolni Crni | Kimberly Clark - Aquarius,"<h2>Držač za ubrus u rolni Kimberly-Clark</h2>
<p>Aquarius Controlmatic crni držač za ubrus u rolni je sofisticiran i funkcionalan proizvod, dizajniran za visoko frekventne prostore poput kancelarija, restorana, hotela i drugih komercijalnih objekata. S modernim crnim dizajnom, ovaj držač osigurava elegantan izgled, a njegova kontrolisana funkcionalnost smanjuje potrošnju ubrusa, pružajući korisnicima optimalno iskustvo. Mehanizam za kontrolisano doziranje ubrusa omogućava precizno doziranje papira, što povećava efikasnost i smanjuje bacanje. Kompaktni dizajn štedi prostor, dok mehanizam za zaključavanje omogućava sigurno i jednostavno punjenje.</p>
<h3><strong>Prednosti:</strong></h3>
<ul>
<li>
<strong>Elegantni crni dizajn:</strong> Moderni crni izgled koji se savršeno uklapa u profesionalne prostore.</li>
<li>
<strong>Kontrolisano doziranje:</strong> Smanjuje potrošnju ubrusa, čime se povećava efikasnost i ekonomičnost.</li>
<li>
<strong>Kompaktni dizajn:</strong> Idealno za prostore sa ograničenim prostorom, štedi prostor i osigurava jednostavan pristup.</li>
<li>
<strong>Jednostavno punjenje:</strong> Mehanizam za zaključavanje omogućava sigurno i lako dopunjavanje.</li>
<li>
<strong>Lako održavanje:</strong> Ubrusi se koriste bez potrebe za prekomjernim dodirom, čime se povećava higijena.</li>
</ul>
<p>Ovaj držač je savršeno rješenje za prostore u kojima je potrebno osigurati kontrolisanu upotrebu ubrusa uz visok nivo higijene i efikasnosti.</p>
<!---->",Kimberly Clark,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Paper Towel Holders & Dispensers > Paper Towel Dispensers,"","drzac za ubrus u rolni, drzaci, zidni drzac za kuhinjske ubruse",true,Title,Default Title,,,,,,,,D7376,0.0,,deny,manual,197.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/drzac-za-ubrus-u-rolni-crni-kimberly-clark-aquarius-378227.webp?v=1736087751,1,Držač za ubrus u rolni Crni | Kimberly Clark - Aquarius - Greentime,false,,"Aquarius držači za ubrus,toalet papir i sapune na jednom mjestu. Praktični i elegantni idealni za kancelarije, restorane i druge profesionalne prostore.",TRUE,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
sredstvo-za-poliranje-ciscenje-inoksnih-povrsina-inoxarp-s,Sredstvo za poliranje inoksnih površina - INOXARP S,"<article data-scroll-anchor=""false"" data-testid=""conversation-turn-61"" dir=""auto"" class=""w-full text-token-text-primary focus-visible:outline-2 focus-visible:outline-offset-[-4px]"">
<div class=""text-base py-[18px] px-3 md:px-4 m-auto w-full md:px-5 lg:px-4 xl:px-5"">
<div class=""mx-auto flex flex-1 gap-4 text-base md:gap-5 lg:gap-6 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem]"">
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex max-w-full flex-col flex-grow"">
<div class=""min-h-[20px] text-message flex w-full flex-col items-end gap-2 whitespace-normal break-words [.text-message+&amp;]:mt-5"" dir=""auto"" data-message-id=""c9102ba0-78ed-4b03-a512-d0a4f2e9ef76"" data-message-author-role=""assistant"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert dark"">
<h2><strong>INOXARP S – Profesionalno sredstvo za poliranje inoksnih površina</strong></h2>
<p>Tražite idealno rješenje za čišćenje i poliranje nehrđajućeg čelika? <strong>INOXARP S</strong> je vrhunsko sredstvo koje garantuje dugotrajan sjaj i zaštitu za sve inoksne površine. Pogodno za upotrebu u kućanstvima, ugostiteljstvu i industriji, ovo sredstvo čini održavanje jednostavnim i efikasnim.</p>
<h3><strong>Ključne prednosti INOXARP S</strong></h3>
<ol>
<li>
<strong>Vrhunski sjaj bez tragova</strong>: Uklanja mrlje, tragove prstiju i druge nečistoće, ostavljajući površine blistavo čistim.</li>
<li>
<strong>Zaštitni sloj</strong>: Stvara nevidljivi sloj koji štiti od prašine, masnoće i mrlja, olakšavajući buduće čišćenje.</li>
<li>
<strong>Sigurno za sve inoksne površine</strong>: Nježna formula ne oštećuje osjetljive površine i ne ostavlja ogrebotine.</li>
<li>
<strong>Višenamjenska upotreba</strong>: Idealan za kuhinjske uređaje, okvire vrata, ograde, industrijske mašine i još mnogo toga.</li>
<li>
<strong>Brza i laka primjena</strong>: Štedi vrijeme uz maksimalnu učinkovitost – samo nanesite i prebrišite!</li>
</ol>
<h3><strong>Zašto odabrati INOXARP S?</strong></h3>
<ul>
<li>
<strong>Dugotrajan sjaj i zaštita</strong>: Održava profesionalan izgled površina, povećava otpornost na koroziju i produžava vijek trajanja inoksnih elemenata.</li>
<li>
<strong>Visoki higijenski standardi</strong>: Idealan za prostore gdje je higijena ključna, poput kuhinja, restorana i bolnica.</li>
<li>
<strong>Ekonomski isplativ</strong>: Smanjuje potrebu za skupim popravkama ili zamjenama površina.</li>
</ul>
<h3><strong>Kako koristiti INOXARP S?</strong></h3>
<ol>
<li>Nanijeti malu količinu sredstva na čistu, mekanu krpu.</li>
<li>Ravnomjerno obrisati inoksnu površinu.</li>
<li>Polirati suhom krpom za savršen sjaj.</li>
</ol>
<p>Neka vaše inoksne površine uvijek izgledaju kao nove! <strong>INOXARP S</strong> je nezamjenjiv partner za održavanje sjaja i profesionalnog izgleda vašeg prostora.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</article>
<!---->",Disarp,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > Stainless Steel Cleaners & Polishes,"","hemija, kuhinja, poliranje inoksa, poliranje inoksnih površina, Profesionalna sredstva za čišćenje, sredstvo za poliranje inoksa",true,Title,Default Title,,,,,,,,H0137500,0.0,,deny,manual,29.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/sredstvo-za-poliranje-inoksnih-povrsina-inoxarp-s-860683.webp?v=1736087797,1,Sredstvo za poliranje inoksnih površina - INOXARP S - Greentime,false,Sredstvo za poliranje i čišćenje inoksnih površina | INOXARP S,"Sredstvo za poliranje inoksnih površina INOXARP S pruža sjaj i zaštitu inox površinama. Efikasno uklanja mrlje i otiske, ostavljajući dugotrajan i blistav sjaj.",,,,,liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ubrusi-za-ruke-u-listicima4-slagani-harmony,Ubrusi za Ruke u Listićima | Harmony Professional,"<h1><strong>Ubrusi za Ruke u Listićima</strong></h1>
<p><strong>Ubrusi za Ruke u Listićima | Harmony Professional </strong> su visokokvalitetni ubrusi za higijensko sušenje ruku, pakovani u praktičnom formatu od <strong>20</strong><strong> paketa sa po 200 listova</strong>. Svaki listić je izrađen od <strong>100% čiste celuloze</strong>, pružajući mekoću i visoku apsorpciju za ugodno i efikasno sušenje.</p>
<p>Dimenzije listića su <strong>22 x 20 cm</strong>, što omogućava optimalnu pokrivenost i praktičnost. Idealan izbor za restorane, hotele, uredske i javne prostore, ovi ubrusi osiguravaju visok standard higijene i udobnosti. Zahvaljujući kvalitetnoj izradi, savršeno su prilagođeni za intenzivnu upotrebu u profesionalnim okruženjima.</p>
<h2><strong>PREDNOSTI</strong></h2>
<ul>
<li>
<strong>Pakovanje s 20 paketa po 200 listića</strong> za dugotrajnu upotrebu</li>
<li>
<strong>Izrađeni od 100% celuloze</strong> za mekoću i visoku apsorpciju</li>
<li>Dimenzije <strong>22 x 20 cm</strong> za praktičnost i optimalnu pokrivenost</li>
<li>Idealno za <strong>restorane, hotele, urede i javne prostore</strong>
</li>
</ul>",Harmony,Home & Garden > Household Supplies > Household Paper Products > Paper Towels,"","papirna, papirni ubrusi, papirni ubrusi za ruke, ubrusi, ubrusi za ruke, ubrusi za ruke akcija, ubrusi za ruke u listicima",true,Title,Default Title,,,,,,,,P0724,0.0,,deny,manual,47.90,59.90,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-185940.webp?v=1739897946,1,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,false,,"Visokokvalitetni ubrusi za higijensko sušenje ruku, pakovani u praktičnom formatu od 20 paketa sa po 200 listova. Besplatna dostava za narudžbu od dva pakovanja",,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi_za_ruke.webp?v=1747224822,2,Papirni ubrusi za ruke – visokoupijajući i ekološki prihvatljivi za profesionalnu i kućnu upotrebu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi_za_ruke_u_listicima.webp?v=1747224822,3,Ubrusi za ruke u listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-546935.webp?v=1739897946,4,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-876742.jpg?v=1739897946,5,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-407990.jpg?v=1739897946,6,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima4-slagani-harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-880230.webp?v=1739897946,7,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
